y	x	group	clickSelects
23.4	1999.16164383562	109	13-20
24.3	1999.24657534247	109	13-20
26.1	1999.32876712329	109	13-20
26.5	1999.41369863014	109	13-20
27.9	1999.49589041096	109	13-20
28.8	1999.58082191781	109	13-20
27.9	1999.66575342466	109	13-20
26.1	1999.74794520548	109	13-20
24.3	1999.83287671233	109	13-20
23.8	1999.91506849315	109	13-20
23.4	2000	109	13-20
22.4	2000.08469945355	109	13-20
23.8	2000.16393442623	109	13-20
24.3	2000.24863387978	109	13-20
25.6	2000.3306010929	109	13-20
26.1	2000.41530054645	109	13-20
27.9	2000.49726775956	109	13-20
28.8	2000.58196721312	109	13-20
26.5	2000.66666666667	109	13-20
25.6	2000.74863387978	109	13-20
26.1	2000.83333333333	109	13-20
23.8	2000.91530054645	109	13-20
17.6	1995	110	13-21
16.7	1995.08493150685	110	13-21
19.6	1995.16164383562	110	13-21
23.8	1995.24657534247	110	13-21
26.5	1995.32876712329	110	13-21
27	1995.41369863014	110	13-21
28.8	1995.49589041096	110	13-21
29.2	1995.58082191781	110	13-21
28.8	1995.66575342466	110	13-21
26.5	1995.74794520548	110	13-21
21.9	1995.83287671233	110	13-21
19.6	1995.91506849315	110	13-21
16.7	1996	110	13-21
17.6	1996.08469945355	110	13-21
17.6	1996.16393442623	110	13-21
19.6	1996.24863387978	110	13-21
24.3	1996.3306010929	110	13-21
27.4	1996.41530054645	110	13-21
28.8	1996.49726775956	110	13-21
29.2	1996.58196721311	110	13-21
29.2	1996.66666666667	110	13-21
25.2	1996.74863387978	110	13-21
21.5	1996.83333333333	110	13-21
20.1	1996.91530054645	110	13-21
18.1	1997	110	13-21
18.1	1997.08493150685	110	13-21
19.6	1997.16164383562	110	13-21
20.5	1997.24657534247	110	13-21
24.7	1997.32876712329	110	13-21
26.5	1997.41369863014	110	13-21
29.7	1997.49589041096	110	13-21
29.2	1997.58082191781	110	13-21
27.9	1997.66575342466	110	13-21
26.1	1997.74794520548	110	13-21
21.5	1997.83287671233	110	13-21
19.1	1997.91506849315	110	13-21
18.1	1998	110	13-21
17.1	1998.08493150685	110	13-21
19.1	1998.16164383562	110	13-21
21.5	1998.24657534247	110	13-21
26.5	1998.32876712329	110	13-21
27.4	1998.41369863014	110	13-21
29.7	1998.49589041096	110	13-21
29.7	1998.58082191781	110	13-21
27.4	1998.66575342466	110	13-21
25.2	1998.74794520548	110	13-21
22.9	1998.83287671233	110	13-21
21.5	1998.91506849315	110	13-21
18.6	1999	110	13-21
20.1	1999.08493150685	110	13-21
19.1	1999.16164383562	110	13-21
22.9	1999.24657534247	110	13-21
23.8	1999.32876712329	110	13-21
24.3	1999.41369863014	110	13-21
26.5	1999.49589041096	110	13-21
27.9	1999.58082191781	110	13-21
27	1999.66575342466	110	13-21
24.3	1999.74794520548	110	13-21
21.9	1999.83287671233	110	13-21
20.5	1999.91506849315	110	13-21
18.1	2000	110	13-21
18.1	2000.08469945355	110	13-21
20.5	2000.16393442623	110	13-21
21.5	2000.24863387978	110	13-21
25.2	2000.3306010929	110	13-21
25.2	2000.41530054645	110	13-21
27	2000.49726775956	110	13-21
27.4	2000.58196721312	110	13-21
25.2	2000.66666666667	110	13-21
23.8	2000.74863387978	110	13-21
23.4	2000.83333333333	110	13-21
19.6	2000.91530054645	110	13-21
9.09999999999997	1995	111	13-22
11.1	1995.08493150685	111	13-22
15.7	1995.16164383562	111	13-22
21	1995.24657534247	111	13-22
24.7	1995.32876712329	111	13-22
24.3	1995.41369863014	111	13-22
27.9	1995.49589041096	111	13-22
28.3	1995.58082191781	111	13-22
23.8	1995.66575342466	111	13-22
20.5	1995.74794520548	111	13-22
12.1	1995.83287671233	111	13-22
11.1	1995.91506849315	111	13-22
9.09999999999997	1996	111	13-22
13.2	1996.08469945355	111	13-22
13.7	1996.16393442623	111	13-22
18.1	1996.24863387978	111	13-22
25.2	1996.3306010929	111	13-22
25.2	1996.41530054645	111	13-22
27.9	1996.49726775956	111	13-22
25.2	1996.58196721311	111	13-22
24.7	1996.66666666667	111	13-22
18.6	1996.74863387978	111	13-22
14.2	1996.83333333333	111	13-22
11.1	1996.91530054645	111	13-22
10.6	1997	111	13-22
12.1	1997.08493150685	111	13-22
17.1	1997.16164383562	111	13-22
18.1	1997.24657534247	111	13-22
20.5	1997.32876712329	111	13-22
23.4	1997.41369863014	111	13-22
27.9	1997.49589041096	111	13-22
26.1	1997.58082191781	111	13-22
25.2	1997.66575342466	111	13-22
19.1	1997.74794520548	111	13-22
12.7	1997.83287671233	111	13-22
11.1	1997.91506849315	111	13-22
9.09999999999997	1998	111	13-22
11.1	1998.08493150685	111	13-22
15.2	1998.16164383562	111	13-22
19.1	1998.24657534247	111	13-22
25.6	1998.32876712329	111	13-22
29.2	1998.41369863014	111	13-22
30.5	1998.49589041096	111	13-22
28.3	1998.58082191781	111	13-22
24.3	1998.66575342466	111	13-22
21	1998.74794520548	111	13-22
17.1	1998.83287671233	111	13-22
15.2	1998.91506849315	111	13-22
11.6	1999	111	13-22
13.2	1999.08493150685	111	13-22
14.2	1999.16164383562	111	13-22
21.9	1999.24657534247	111	13-22
22.9	1999.32876712329	111	13-22
23.4	1999.41369863014	111	13-22
26.5	1999.49589041096	111	13-22
27.4	1999.58082191781	111	13-22
25.6	1999.66575342466	111	13-22
19.6	1999.74794520548	111	13-22
15.7	1999.83287671233	111	13-22
10.6	1999.91506849315	111	13-22
10.6	2000	111	13-22
12.7	2000.08469945355	111	13-22
16.7	2000.16393442623	111	13-22
18.6	2000.24863387978	111	13-22
24.7	2000.3306010929	111	13-22
25.6	2000.41530054645	111	13-22
27.4	2000.49726775956	111	13-22
25.6	2000.58196721312	111	13-22
22.9	2000.66666666667	111	13-22
19.6	2000.74863387978	111	13-22
14.2	2000.83333333333	111	13-22
8.5	2000.91530054645	111	13-22
5.79999999999996	1995	112	13-23
6.89999999999998	1995.08493150685	112	13-23
13.7	1995.16164383562	112	13-23
19.6	1995.24657534247	112	13-23
21.5	1995.32876712329	112	13-23
23.4	1995.41369863014	112	13-23
27	1995.49589041096	112	13-23
26.5	1995.58082191781	112	13-23
20.1	1995.66575342466	112	13-23
17.6	1995.74794520548	112	13-23
9.59999999999997	1995.83287671233	112	13-23
6.89999999999998	1995.91506849315	112	13-23
5.29999999999996	1996	112	13-23
11.6	1996.08469945355	112	13-23
10.6	1996.16393442623	112	13-23
16.2	1996.24863387978	112	13-23
23.8	1996.3306010929	112	13-23
24.3	1996.41530054645	112	13-23
26.5	1996.49726775956	112	13-23
22.9	1996.58196721311	112	13-23
23.4	1996.66666666667	112	13-23
16.2	1996.74863387978	112	13-23
9.59999999999997	1996.83333333333	112	13-23
8	1996.91530054645	112	13-23
7.39999999999998	1997	112	13-23
9.09999999999997	1997.08493150685	112	13-23
15.7	1997.16164383562	112	13-23
15.2	1997.24657534247	112	13-23
18.6	1997.32876712329	112	13-23
20.5	1997.41369863014	112	13-23
26.5	1997.49589041096	112	13-23
26.1	1997.58082191781	112	13-23
24.3	1997.66575342466	112	13-23
16.7	1997.74794520548	112	13-23
8.5	1997.83287671233	112	13-23
7.39999999999998	1997.91506849315	112	13-23
5.79999999999996	1998	112	13-23
8	1998.08493150685	112	13-23
12.7	1998.16164383562	112	13-23
16.7	1998.24657534247	112	13-23
22.9	1998.32876712329	112	13-23
27	1998.41369863014	112	13-23
30.1	1998.49589041096	112	13-23
27.9	1998.58082191781	112	13-23
25.2	1998.66575342466	112	13-23
17.6	1998.74794520548	112	13-23
14.7	1998.83287671233	112	13-23
12.1	1998.91506849315	112	13-23
8	1999	112	13-23
10.1	1999.08493150685	112	13-23
11.1	1999.16164383562	112	13-23
19.6	1999.24657534247	112	13-23
20.1	1999.32876712329	112	13-23
22.4	1999.41369863014	112	13-23
26.5	1999.49589041096	112	13-23
27.4	1999.58082191781	112	13-23
22.9	1999.66575342466	112	13-23
17.1	1999.74794520548	112	13-23
13.2	1999.83287671233	112	13-23
7.39999999999998	1999.91506849315	112	13-23
6.89999999999998	2000	112	13-23
10.1	2000.08469945355	112	13-23
14.7	2000.16393442623	112	13-23
16.7	2000.24863387978	112	13-23
23.4	2000.3306010929	112	13-23
26.5	2000.41530054645	112	13-23
27.9	2000.49726775956	112	13-23
25.2	2000.58196721312	112	13-23
22.4	2000.66666666667	112	13-23
17.6	2000.74863387978	112	13-23
10.6	2000.83333333333	112	13-23
4.19999999999999	2000.91530054645	112	13-23
1.29999999999995	1995	113	13-24
1.89999999999998	1995.08493150685	113	13-24
11.1	1995.16164383562	113	13-24
16.2	1995.24657534247	113	13-24
16.7	1995.32876712329	113	13-24
18.6	1995.41369863014	113	13-24
22.4	1995.49589041096	113	13-24
25.2	1995.58082191781	113	13-24
17.6	1995.66575342466	113	13-24
14.2	1995.74794520548	113	13-24
5.79999999999996	1995.83287671233	113	13-24
3	1995.91506849315	113	13-24
0.699999999999989	1996	113	13-24
6.39999999999998	1996.08469945355	113	13-24
6.89999999999998	1996.16393442623	113	13-24
13.2	1996.24863387978	113	13-24
20.5	1996.3306010929	113	13-24
20.5	1996.41530054645	113	13-24
21	1996.49726775956	113	13-24
20.1	1996.58196721311	113	13-24
17.1	1996.66666666667	113	13-24
13.7	1996.74863387978	113	13-24
4.69999999999999	1996.83333333333	113	13-24
5.29999999999996	1996.91530054645	113	13-24
3.59999999999997	1997	113	13-24
5.29999999999996	1997.08493150685	113	13-24
10.6	1997.16164383562	113	13-24
11.6	1997.24657534247	113	13-24
15.2	1997.32876712329	113	13-24
17.1	1997.41369863014	113	13-24
22.4	1997.49589041096	113	13-24
21.9	1997.58082191781	113	13-24
19.6	1997.66575342466	113	13-24
13.7	1997.74794520548	113	13-24
3.59999999999997	1997.83287671233	113	13-24
1.89999999999998	1997.91506849315	113	13-24
2.5	1998	113	13-24
3	1998.08493150685	113	13-24
9.59999999999997	1998.16164383562	113	13-24
14.2	1998.24657534247	113	13-24
19.1	1998.32876712329	113	13-24
22.9	1998.41369863014	113	13-24
24.3	1998.49589041096	113	13-24
24.3	1998.58082191781	113	13-24
22.4	1998.66575342466	113	13-24
15.2	1998.74794520548	113	13-24
10.6	1998.83287671233	113	13-24
8	1998.91506849315	113	13-24
3	1999	113	13-24
6.89999999999998	1999.08493150685	113	13-24
5.79999999999996	1999.16164383562	113	13-24
16.7	1999.24657534247	113	13-24
17.6	1999.32876712329	113	13-24
21	1999.41369863014	113	13-24
24.7	1999.49589041096	113	13-24
23.4	1999.58082191781	113	13-24
20.1	1999.66575342466	113	13-24
14.2	1999.74794520548	113	13-24
11.1	1999.83287671233	113	13-24
4.69999999999999	1999.91506849315	113	13-24
1.29999999999995	2000	113	13-24
6.39999999999998	2000.08469945355	113	13-24
12.1	2000.16393442623	113	13-24
13.7	2000.24863387978	113	13-24
20.1	2000.3306010929	113	13-24
22.9	2000.41530054645	113	13-24
22.4	2000.49726775956	113	13-24
21.9	2000.58196721312	113	13-24
19.6	2000.66666666667	113	13-24
15.7	2000.74863387978	113	13-24
6.39999999999998	2000.83333333333	113	13-24
-0.400000000000034	2000.91530054645	113	13-24
21.5	1995	114	13-3
23.4	1995.08493150685	114	13-3
23.4	1995.16164383562	114	13-3
22.9	1995.24657534247	114	13-3
20.1	1995.32876712329	114	13-3
18.1	1995.41369863014	114	13-3
16.7	1995.49589041096	114	13-3
16.2	1995.58082191781	114	13-3
15.7	1995.66575342466	114	13-3
15.2	1995.74794520548	114	13-3
17.1	1995.83287671233	114	13-3
18.1	1995.91506849315	114	13-3
21.5	1996	114	13-3
21	1996.08469945355	114	13-3
21.5	1996.16393442623	114	13-3
20.5	1996.24863387978	114	13-3
18.1	1996.3306010929	114	13-3
18.6	1996.41530054645	114	13-3
16.7	1996.49726775956	114	13-3
17.6	1996.58196721311	114	13-3
16.2	1996.66666666667	114	13-3
14.7	1996.74863387978	114	13-3
15.7	1996.83333333333	114	13-3
16.7	1996.91530054645	114	13-3
21	1997	114	13-3
22.9	1997.08493150685	114	13-3
22.9	1997.16164383562	114	13-3
22.4	1997.24657534247	114	13-3
22.4	1997.32876712329	114	13-3
21.9	1997.41369863014	114	13-3
19.1	1997.49589041096	114	13-3
19.6	1997.58082191781	114	13-3
19.1	1997.66575342466	114	13-3
17.1	1997.74794520548	114	13-3
18.1	1997.83287671233	114	13-3
18.6	1997.91506849315	114	13-3
21	1998	114	13-3
22.9	1998.08493150685	114	13-3
22.9	1998.16164383562	114	13-3
21.9	1998.24657534247	114	13-3
21	1998.32876712329	114	13-3
20.1	1998.41369863014	114	13-3
18.6	1998.49589041096	114	13-3
17.1	1998.58082191781	114	13-3
16.7	1998.66575342466	114	13-3
15.7	1998.74794520548	114	13-3
16.7	1998.83287671233	114	13-3
18.1	1998.91506849315	114	13-3
19.6	1999	114	13-3
21	1999.08493150685	114	13-3
21.5	1999.16164383562	114	13-3
20.5	1999.24657534247	114	13-3
18.6	1999.32876712329	114	13-3
18.6	1999.41369863014	114	13-3
17.1	1999.49589041096	114	13-3
15.7	1999.58082191781	114	13-3
15.7	1999.66575342466	114	13-3
16.7	1999.74794520548	114	13-3
16.7	1999.83287671233	114	13-3
17.6	1999.91506849315	114	13-3
20.1	2000	114	13-3
21	2000.08469945355	114	13-3
21.9	2000.16393442623	114	13-3
21.5	2000.24863387978	114	13-3
19.6	2000.3306010929	114	13-3
18.1	2000.41530054645	114	13-3
17.1	2000.49726775956	114	13-3
16.7	2000.58196721312	114	13-3
15.7	2000.66666666667	114	13-3
16.2	2000.74863387978	114	13-3
17.1	2000.83333333333	114	13-3
17.6	2000.91530054645	114	13-3
23.8	1995	115	13-4
25.2	1995.08493150685	115	13-4
25.6	1995.16164383562	115	13-4
24.7	1995.24657534247	115	13-4
20.1	1995.32876712329	115	13-4
18.1	1995.41369863014	115	13-4
15.7	1995.49589041096	115	13-4
15.2	1995.58082191781	115	13-4
15.2	1995.66575342466	115	13-4
14.7	1995.74794520548	115	13-4
17.6	1995.83287671233	115	13-4
19.1	1995.91506849315	115	13-4
22.4	1996	115	13-4
22.4	1996.08469945355	115	13-4
23.4	1996.16393442623	115	13-4
22.4	1996.24863387978	115	13-4
18.6	1996.3306010929	115	13-4
18.1	1996.41530054645	115	13-4
15.7	1996.49726775956	115	13-4
16.2	1996.58196721311	115	13-4
15.2	1996.66666666667	115	13-4
14.7	1996.74863387978	115	13-4
15.7	1996.83333333333	115	13-4
18.6	1996.91530054645	115	13-4
21.9	1997	115	13-4
24.3	1997.08493150685	115	13-4
23.4	1997.16164383562	115	13-4
23.8	1997.24657534247	115	13-4
22.4	1997.32876712329	115	13-4
22.4	1997.41369863014	115	13-4
20.1	1997.49589041096	115	13-4
19.6	1997.58082191781	115	13-4
19.1	1997.66575342466	115	13-4
18.1	1997.74794520548	115	13-4
20.1	1997.83287671233	115	13-4
20.5	1997.91506849315	115	13-4
23.8	1998	115	13-4
24.7	1998.08493150685	115	13-4
26.5	1998.16164383562	115	13-4
24.3	1998.24657534247	115	13-4
23.4	1998.32876712329	115	13-4
21.5	1998.41369863014	115	13-4
18.6	1998.49589041096	115	13-4
17.1	1998.58082191781	115	13-4
16.7	1998.66575342466	115	13-4
16.2	1998.74794520548	115	13-4
17.1	1998.83287671233	115	13-4
19.6	1998.91506849315	115	13-4
21.5	1999	115	13-4
23.4	1999.08493150685	115	13-4
23.4	1999.16164383562	115	13-4
21.9	1999.24657534247	115	13-4
19.6	1999.32876712329	115	13-4
18.6	1999.41369863014	115	13-4
16.2	1999.49589041096	115	13-4
15.7	1999.58082191781	115	13-4
15.2	1999.66575342466	115	13-4
16.2	1999.74794520548	115	13-4
17.1	1999.83287671233	115	13-4
19.1	1999.91506849315	115	13-4
21.5	2000	115	13-4
22.9	2000.08469945355	115	13-4
23.4	2000.16393442623	115	13-4
22.9	2000.24863387978	115	13-4
20.1	2000.3306010929	115	13-4
18.6	2000.41530054645	115	13-4
17.1	2000.49726775956	115	13-4
16.2	2000.58196721312	115	13-4
16.2	2000.66666666667	115	13-4
15.7	2000.74863387978	115	13-4
17.6	2000.83333333333	115	13-4
19.1	2000.91530054645	115	13-4
25.6	1995	116	13-5
26.1	1995.08493150685	116	13-5
25.6	1995.16164383562	116	13-5
25.2	1995.24657534247	116	13-5
21.5	1995.32876712329	116	13-5
19.1	1995.41369863014	116	13-5
16.2	1995.49589041096	116	13-5
15.2	1995.58082191781	116	13-5
14.7	1995.66575342466	116	13-5
15.7	1995.74794520548	116	13-5
17.6	1995.83287671233	116	13-5
20.1	1995.91506849315	116	13-5
22.9	1996	116	13-5
23.8	1996.08469945355	116	13-5
24.7	1996.16393442623	116	13-5
23.8	1996.24863387978	116	13-5
19.6	1996.3306010929	116	13-5
18.1	1996.41530054645	116	13-5
14.7	1996.49726775956	116	13-5
14.7	1996.58196721311	116	13-5
14.7	1996.66666666667	116	13-5
14.7	1996.74863387978	116	13-5
16.7	1996.83333333333	116	13-5
19.6	1996.91530054645	116	13-5
23.4	1997	116	13-5
25.2	1997.08493150685	116	13-5
24.3	1997.16164383562	116	13-5
24.3	1997.24657534247	116	13-5
23.4	1997.32876712329	116	13-5
24.3	1997.41369863014	116	13-5
21.5	1997.49589041096	116	13-5
21.5	1997.58082191781	116	13-5
20.5	1997.66575342466	116	13-5
20.1	1997.74794520548	116	13-5
21.5	1997.83287671233	116	13-5
22.9	1997.91506849315	116	13-5
24.7	1998	116	13-5
27	1998.08493150685	116	13-5
27.4	1998.16164383562	116	13-5
26.5	1998.24657534247	116	13-5
24.7	1998.32876712329	116	13-5
21.5	1998.41369863014	116	13-5
19.1	1998.49589041096	116	13-5
18.1	1998.58082191781	116	13-5
17.6	1998.66575342466	116	13-5
16.7	1998.74794520548	116	13-5
18.1	1998.83287671233	116	13-5
21	1998.91506849315	116	13-5
22.4	1999	116	13-5
24.3	1999.08493150685	116	13-5
24.3	1999.16164383562	116	13-5
22.4	1999.24657534247	116	13-5
21	1999.32876712329	116	13-5
18.6	1999.41369863014	116	13-5
16.7	1999.49589041096	116	13-5
15.7	1999.58082191781	116	13-5
15.2	1999.66575342466	116	13-5
17.1	1999.74794520548	116	13-5
18.1	1999.83287671233	116	13-5
20.1	1999.91506849315	116	13-5
22.9	2000	116	13-5
24.7	2000.08469945355	116	13-5
25.2	2000.16393442623	116	13-5
23.4	2000.24863387978	116	13-5
20.1	2000.3306010929	116	13-5
18.1	2000.41530054645	116	13-5
16.7	2000.49726775956	116	13-5
16.7	2000.58196721312	116	13-5
16.7	2000.66666666667	116	13-5
16.7	2000.74863387978	116	13-5
18.1	2000.83333333333	116	13-5
20.1	2000.91530054645	116	13-5
25.2	1995	117	13-6
25.2	1995.08493150685	117	13-6
27	1995.16164383562	117	13-6
26.1	1995.24657534247	117	13-6
23.8	1995.32876712329	117	13-6
20.1	1995.41369863014	117	13-6
17.1	1995.49589041096	117	13-6
15.7	1995.58082191781	117	13-6
15.7	1995.66575342466	117	13-6
16.2	1995.74794520548	117	13-6
18.6	1995.83287671233	117	13-6
20.5	1995.91506849315	117	13-6
23.4	1996	117	13-6
24.3	1996.08469945355	117	13-6
25.2	1996.16393442623	117	13-6
24.7	1996.24863387978	117	13-6
21.9	1996.3306010929	117	13-6
19.6	1996.41530054645	117	13-6
16.2	1996.49726775956	117	13-6
16.2	1996.58196721311	117	13-6
15.7	1996.66666666667	117	13-6
15.2	1996.74863387978	117	13-6
17.1	1996.83333333333	117	13-6
20.1	1996.91530054645	117	13-6
23.4	1997	117	13-6
25.6	1997.08493150685	117	13-6
24.7	1997.16164383562	117	13-6
25.6	1997.24657534247	117	13-6
25.2	1997.32876712329	117	13-6
24.7	1997.41369863014	117	13-6
23.4	1997.49589041096	117	13-6
21.9	1997.58082191781	117	13-6
21.5	1997.66575342466	117	13-6
21.5	1997.74794520548	117	13-6
23.4	1997.83287671233	117	13-6
25.2	1997.91506849315	117	13-6
25.6	1998	117	13-6
27.9	1998.08493150685	117	13-6
26.5	1998.16164383562	117	13-6
27.4	1998.24657534247	117	13-6
25.6	1998.32876712329	117	13-6
21.9	1998.41369863014	117	13-6
21	1998.49589041096	117	13-6
19.6	1998.58082191781	117	13-6
18.1	1998.66575342466	117	13-6
17.6	1998.74794520548	117	13-6
19.6	1998.83287671233	117	13-6
21.5	1998.91506849315	117	13-6
22.9	1999	117	13-6
25.2	1999.08493150685	117	13-6
24.3	1999.16164383562	117	13-6
22.9	1999.24657534247	117	13-6
21.9	1999.32876712329	117	13-6
19.1	1999.41369863014	117	13-6
17.1	1999.49589041096	117	13-6
15.7	1999.58082191781	117	13-6
16.2	1999.66575342466	117	13-6
17.1	1999.74794520548	117	13-6
18.1	1999.83287671233	117	13-6
21	1999.91506849315	117	13-6
24.7	2000	117	13-6
25.2	2000.08469945355	117	13-6
24.7	2000.16393442623	117	13-6
24.7	2000.24863387978	117	13-6
21	2000.3306010929	117	13-6
19.1	2000.41530054645	117	13-6
17.6	2000.49726775956	117	13-6
17.1	2000.58196721312	117	13-6
16.2	2000.66666666667	117	13-6
17.6	2000.74863387978	117	13-6
18.6	2000.83333333333	117	13-6
21	2000.91530054645	117	13-6
25.6	1995	118	13-7
25.6	1995.08493150685	118	13-7
27	1995.16164383562	118	13-7
24.7	1995.24657534247	118	13-7
22.9	1995.32876712329	118	13-7
19.6	1995.41369863014	118	13-7
17.1	1995.49589041096	118	13-7
15.7	1995.58082191781	118	13-7
15.7	1995.66575342466	118	13-7
16.2	1995.74794520548	118	13-7
19.6	1995.83287671233	118	13-7
20.5	1995.91506849315	118	13-7
22.9	1996	118	13-7
24.3	1996.08469945355	118	13-7
25.6	1996.16393442623	118	13-7
24.3	1996.24863387978	118	13-7
21.5	1996.3306010929	118	13-7
19.1	1996.41530054645	118	13-7
15.7	1996.49726775956	118	13-7
15.2	1996.58196721311	118	13-7
16.2	1996.66666666667	118	13-7
16.2	1996.74863387978	118	13-7
16.7	1996.83333333333	118	13-7
20.1	1996.91530054645	118	13-7
22.9	1997	118	13-7
24.7	1997.08493150685	118	13-7
24.7	1997.16164383562	118	13-7
26.1	1997.24657534247	118	13-7
25.6	1997.32876712329	118	13-7
25.2	1997.41369863014	118	13-7
24.3	1997.49589041096	118	13-7
23.4	1997.58082191781	118	13-7
22.9	1997.66575342466	118	13-7
22.9	1997.74794520548	118	13-7
24.7	1997.83287671233	118	13-7
25.2	1997.91506849315	118	13-7
26.1	1998	118	13-7
28.8	1998.08493150685	118	13-7
27.4	1998.16164383562	118	13-7
26.5	1998.24657534247	118	13-7
26.1	1998.32876712329	118	13-7
22.4	1998.41369863014	118	13-7
21	1998.49589041096	118	13-7
19.1	1998.58082191781	118	13-7
18.1	1998.66575342466	118	13-7
18.1	1998.74794520548	118	13-7
19.6	1998.83287671233	118	13-7
21	1998.91506849315	118	13-7
21.9	1999	118	13-7
24.3	1999.08493150685	118	13-7
24.7	1999.16164383562	118	13-7
21.5	1999.24657534247	118	13-7
20.5	1999.32876712329	118	13-7
19.1	1999.41369863014	118	13-7
17.1	1999.49589041096	118	13-7
16.2	1999.58082191781	118	13-7
16.7	1999.66575342466	118	13-7
17.1	1999.74794520548	118	13-7
18.1	1999.83287671233	118	13-7
20.5	1999.91506849315	118	13-7
23.4	2000	118	13-7
24.3	2000.08469945355	118	13-7
24.3	2000.16393442623	118	13-7
23.4	2000.24863387978	118	13-7
20.1	2000.3306010929	118	13-7
18.6	2000.41530054645	118	13-7
17.1	2000.49726775956	118	13-7
16.7	2000.58196721312	118	13-7
16.2	2000.66666666667	118	13-7
17.6	2000.74863387978	118	13-7
18.6	2000.83333333333	118	13-7
20.1	2000.91530054645	118	13-7
25.2	1995	119	13-8
25.2	1995.08493150685	119	13-8
27.4	1995.16164383562	119	13-8
23.8	1995.24657534247	119	13-8
21	1995.32876712329	119	13-8
18.6	1995.41369863014	119	13-8
16.2	1995.49589041096	119	13-8
14.7	1995.58082191781	119	13-8
15.7	1995.66575342466	119	13-8
16.2	1995.74794520548	119	13-8
18.6	1995.83287671233	119	13-8
19.1	1995.91506849315	119	13-8
20.5	1996	119	13-8
23.4	1996.08469945355	119	13-8
24.7	1996.16393442623	119	13-8
21.5	1996.24863387978	119	13-8
19.1	1996.3306010929	119	13-8
18.1	1996.41530054645	119	13-8
15.2	1996.49726775956	119	13-8
14.7	1996.58196721311	119	13-8
15.2	1996.66666666667	119	13-8
16.2	1996.74863387978	119	13-8
16.7	1996.83333333333	119	13-8
19.1	1996.91530054645	119	13-8
21.5	1997	119	13-8
24.7	1997.08493150685	119	13-8
24.3	1997.16164383562	119	13-8
26.1	1997.24657534247	119	13-8
24.7	1997.32876712329	119	13-8
24.7	1997.41369863014	119	13-8
25.2	1997.49589041096	119	13-8
23.8	1997.58082191781	119	13-8
22.9	1997.66575342466	119	13-8
23.4	1997.74794520548	119	13-8
24.7	1997.83287671233	119	13-8
26.1	1997.91506849315	119	13-8
27.4	1998	119	13-8
28.8	1998.08493150685	119	13-8
29.2	1998.16164383562	119	13-8
27.4	1998.24657534247	119	13-8
27	1998.32876712329	119	13-8
21.9	1998.41369863014	119	13-8
20.1	1998.49589041096	119	13-8
18.1	1998.58082191781	119	13-8
18.1	1998.66575342466	119	13-8
18.1	1998.74794520548	119	13-8
18.6	1998.83287671233	119	13-8
20.1	1998.91506849315	119	13-8
20.1	1999	119	13-8
22.9	1999.08493150685	119	13-8
23.8	1999.16164383562	119	13-8
19.6	1999.24657534247	119	13-8
19.1	1999.32876712329	119	13-8
18.6	1999.41369863014	119	13-8
16.7	1999.49589041096	119	13-8
15.7	1999.58082191781	119	13-8
16.7	1999.66575342466	119	13-8
17.1	1999.74794520548	119	13-8
17.1	1999.83287671233	119	13-8
19.6	1999.91506849315	119	13-8
21.9	2000	119	13-8
23.4	2000.08469945355	119	13-8
23.4	2000.16393442623	119	13-8
22.4	2000.24863387978	119	13-8
19.6	2000.3306010929	119	13-8
18.1	2000.41530054645	119	13-8
17.1	2000.49726775956	119	13-8
15.7	2000.58196721312	119	13-8
15.7	2000.66666666667	119	13-8
17.1	2000.74863387978	119	13-8
18.1	2000.83333333333	119	13-8
19.6	2000.91530054645	119	13-8
25.2	1995	120	13-9
25.2	1995.08493150685	120	13-9
26.5	1995.16164383562	120	13-9
24.7	1995.24657534247	120	13-9
21.9	1995.32876712329	120	13-9
19.6	1995.41369863014	120	13-9
18.6	1995.49589041096	120	13-9
17.1	1995.58082191781	120	13-9
16.2	1995.66575342466	120	13-9
17.6	1995.74794520548	120	13-9
19.1	1995.83287671233	120	13-9
19.6	1995.91506849315	120	13-9
21.9	1996	120	13-9
24.3	1996.08469945355	120	13-9
25.6	1996.16393442623	120	13-9
21	1996.24863387978	120	13-9
20.5	1996.3306010929	120	13-9
19.1	1996.41530054645	120	13-9
16.2	1996.49726775956	120	13-9
16.2	1996.58196721311	120	13-9
16.2	1996.66666666667	120	13-9
20.1	1996.74863387978	120	13-9
17.6	1996.83333333333	120	13-9
19.6	1996.91530054645	120	13-9
21.9	1997	120	13-9
24.7	1997.08493150685	120	13-9
24.3	1997.16164383562	120	13-9
25.6	1997.24657534247	120	13-9
25.2	1997.32876712329	120	13-9
26.1	1997.41369863014	120	13-9
24.7	1997.49589041096	120	13-9
23.8	1997.58082191781	120	13-9
22.9	1997.66575342466	120	13-9
24.3	1997.74794520548	120	13-9
25.6	1997.83287671233	120	13-9
27.4	1997.91506849315	120	13-9
27	1998	120	13-9
28.3	1998.08493150685	120	13-9
29.2	1998.16164383562	120	13-9
28.3	1998.24657534247	120	13-9
28.3	1998.32876712329	120	13-9
22.4	1998.41369863014	120	13-9
21	1998.49589041096	120	13-9
19.1	1998.58082191781	120	13-9
18.6	1998.66575342466	120	13-9
19.6	1998.74794520548	120	13-9
19.1	1998.83287671233	120	13-9
20.5	1998.91506849315	120	13-9
21.9	1999	120	13-9
