y	x	clickSelects	showSelected1	group
30.1	1997.58082191781	13-12	13-12	100
27.4	1997.66575342466	13-12	13-12	100
29.2	1997.74794520548	13-12	13-12	100
28.3	1997.83287671233	13-12	13-12	100
30.5	1997.91506849315	13-12	13-12	100
30.9	1998	13-12	13-12	100
30.5	1998.08493150685	13-12	13-12	100
31.8	1998.16164383562	13-12	13-12	100
31.8	1998.24657534247	13-12	13-12	100
30.1	1998.32876712329	13-12	13-12	100
28.3	1998.41369863014	13-12	13-12	100
26.1	1998.49589041096	13-12	13-12	100
27.4	1998.58082191781	13-12	13-12	100
23.8	1998.66575342466	13-12	13-12	100
24.7	1998.74794520548	13-12	13-12	100
22.9	1998.83287671233	13-12	13-12	100
24.7	1998.91506849315	13-12	13-12	100
26.1	1999	13-12	13-12	100
27.9	1999.08493150685	13-12	13-12	100
28.3	1999.16164383562	13-12	13-12	100
27	1999.24657534247	13-12	13-12	100
25.6	1999.32876712329	13-12	13-12	100
23.8	1999.41369863014	13-12	13-12	100
22.4	1999.49589041096	13-12	13-12	100
21.9	1999.58082191781	13-12	13-12	100
20.1	1999.66575342466	13-12	13-12	100
20.5	1999.74794520548	13-12	13-12	100
22.9	1999.83287671233	13-12	13-12	100
24.3	1999.91506849315	13-12	13-12	100
25.6	2000	13-12	13-12	100
27	2000.08469945355	13-12	13-12	100
28.8	2000.16393442623	13-12	13-12	100
28.3	2000.24863387978	13-12	13-12	100
23.4	2000.3306010929	13-12	13-12	100
22.4	2000.41530054645	13-12	13-12	100
24.7	2000.49726775956	13-12	13-12	100
24.3	2000.58196721312	13-12	13-12	100
24.3	2000.66666666667	13-12	13-12	100
24.7	2000.74863387978	13-12	13-12	100
25.2	2000.83333333333	13-12	13-12	100
25.2	2000.91530054645	13-12	13-12	100
27.4	1995	13-13	13-13	101
27.4	1995.08493150685	13-13	13-13	101
27.9	1995.16164383562	13-13	13-13	101
25.6	1995.24657534247	13-13	13-13	101
26.5	1995.32876712329	13-13	13-13	101
23.4	1995.41369863014	13-13	13-13	101
25.2	1995.49589041096	13-13	13-13	101
24.3	1995.58082191781	13-13	13-13	101
21.9	1995.66575342466	13-13	13-13	101
22.9	1995.74794520548	13-13	13-13	101
25.2	1995.83287671233	13-13	13-13	101
25.6	1995.91506849315	13-13	13-13	101
25.2	1996	13-13	13-13	101
27	1996.08469945355	13-13	13-13	101
28.8	1996.16393442623	13-13	13-13	101
26.1	1996.24863387978	13-13	13-13	101
23.8	1996.3306010929	13-13	13-13	101
25.2	1996.41530054645	13-13	13-13	101
23.8	1996.49726775956	13-13	13-13	101
24.3	1996.58196721311	13-13	13-13	101
24.7	1996.66666666667	13-13	13-13	101
22.9	1996.74863387978	13-13	13-13	101
24.3	1996.83333333333	13-13	13-13	101
25.2	1996.91530054645	13-13	13-13	101
24.3	1997	13-13	13-13	101
27.4	1997.08493150685	13-13	13-13	101
27.4	1997.16164383562	13-13	13-13	101
28.3	1997.24657534247	13-13	13-13	101
27	1997.32876712329	13-13	13-13	101
27.4	1997.41369863014	13-13	13-13	101
27.9	1997.49589041096	13-13	13-13	101
30.9	1997.58082191781	13-13	13-13	101
26.1	1997.66575342466	13-13	13-13	101
27	1997.74794520548	13-13	13-13	101
27	1997.83287671233	13-13	13-13	101
29.2	1997.91506849315	13-13	13-13	101
29.2	1998	13-13	13-13	101
28.8	1998.08493150685	13-13	13-13	101
30.1	1998.16164383562	13-13	13-13	101
30.9	1998.24657534247	13-13	13-13	101
27.9	1998.32876712329	13-13	13-13	101
25.2	1998.41369863014	13-13	13-13	101
25.2	1998.49589041096	13-13	13-13	101
25.6	1998.58082191781	13-13	13-13	101
25.2	1998.66575342466	13-13	13-13	101
22.4	1998.74794520548	13-13	13-13	101
23.4	1998.83287671233	13-13	13-13	101
23.8	1998.91506849315	13-13	13-13	101
24.7	1999	13-13	13-13	101
27	1999.08493150685	13-13	13-13	101
27	1999.16164383562	13-13	13-13	101
25.2	1999.24657534247	13-13	13-13	101
24.3	1999.32876712329	13-13	13-13	101
22.9	1999.41369863014	13-13	13-13	101
21.9	1999.49589041096	13-13	13-13	101
22.9	1999.58082191781	13-13	13-13	101
20.1	1999.66575342466	13-13	13-13	101
21	1999.74794520548	13-13	13-13	101
22.9	1999.83287671233	13-13	13-13	101
23.8	1999.91506849315	13-13	13-13	101
24.7	2000	13-13	13-13	101
25.6	2000.08469945355	13-13	13-13	101
27	2000.16393442623	13-13	13-13	101
26.5	2000.24863387978	13-13	13-13	101
22.4	2000.3306010929	13-13	13-13	101
22.9	2000.41530054645	13-13	13-13	101
22.9	2000.49726775956	13-13	13-13	101
23.8	2000.58196721312	13-13	13-13	101
22.4	2000.66666666667	13-13	13-13	101
24.3	2000.74863387978	13-13	13-13	101
24.3	2000.83333333333	13-13	13-13	101
25.6	2000.91530054645	13-13	13-13	101
26.1	1995	13-14	13-14	102
26.1	1995.08493150685	13-14	13-14	102
26.5	1995.16164383562	13-14	13-14	102
27	1995.24657534247	13-14	13-14	102
26.5	1995.32876712329	13-14	13-14	102
27	1995.41369863014	13-14	13-14	102
24.7	1995.49589041096	13-14	13-14	102
27	1995.58082191781	13-14	13-14	102
25.6	1995.66575342466	13-14	13-14	102
27.4	1995.74794520548	13-14	13-14	102
25.2	1995.83287671233	13-14	13-14	102
25.6	1995.91506849315	13-14	13-14	102
25.2	1996	13-14	13-14	102
25.2	1996.08469945355	13-14	13-14	102
26.5	1996.16393442623	13-14	13-14	102
26.1	1996.24863387978	13-14	13-14	102
25.2	1996.3306010929	13-14	13-14	102
24.7	1996.41530054645	13-14	13-14	102
24.3	1996.49726775956	13-14	13-14	102
25.6	1996.58196721311	13-14	13-14	102
25.2	1996.66666666667	13-14	13-14	102
25.2	1996.74863387978	13-14	13-14	102
24.7	1996.83333333333	13-14	13-14	102
24.3	1996.91530054645	13-14	13-14	102
23.4	1997	13-14	13-14	102
24.3	1997.08493150685	13-14	13-14	102
25.2	1997.16164383562	13-14	13-14	102
26.1	1997.24657534247	13-14	13-14	102
24.7	1997.32876712329	13-14	13-14	102
25.2	1997.41369863014	13-14	13-14	102
23.8	1997.49589041096	13-14	13-14	102
25.6	1997.58082191781	13-14	13-14	102
25.6	1997.66575342466	13-14	13-14	102
25.6	1997.74794520548	13-14	13-14	102
25.6	1997.83287671233	13-14	13-14	102
26.1	1997.91506849315	13-14	13-14	102
26.1	1998	13-14	13-14	102
27	1998.08493150685	13-14	13-14	102
28.3	1998.16164383562	13-14	13-14	102
28.8	1998.24657534247	13-14	13-14	102
29.7	1998.32876712329	13-14	13-14	102
24.7	1998.41369863014	13-14	13-14	102
24.3	1998.49589041096	13-14	13-14	102
26.1	1998.58082191781	13-14	13-14	102
27.4	1998.66575342466	13-14	13-14	102
24.7	1998.74794520548	13-14	13-14	102
24.7	1998.83287671233	13-14	13-14	102
23.8	1998.91506849315	13-14	13-14	102
25.2	1999	13-14	13-14	102
24.3	1999.08493150685	13-14	13-14	102
25.2	1999.16164383562	13-14	13-14	102
25.2	1999.24657534247	13-14	13-14	102
24.7	1999.32876712329	13-14	13-14	102
24.3	1999.41369863014	13-14	13-14	102
23.4	1999.49589041096	13-14	13-14	102
23.8	1999.58082191781	13-14	13-14	102
25.6	1999.66575342466	13-14	13-14	102
22.9	1999.74794520548	13-14	13-14	102
24.3	1999.83287671233	13-14	13-14	102
21.9	1999.91506849315	13-14	13-14	102
23.8	2000	13-14	13-14	102
23.8	2000.08469945355	13-14	13-14	102
24.3	2000.16393442623	13-14	13-14	102
25.2	2000.24863387978	13-14	13-14	102
23.8	2000.3306010929	13-14	13-14	102
22.9	2000.41530054645	13-14	13-14	102
23.4	2000.49726775956	13-14	13-14	102
24.7	2000.58196721312	13-14	13-14	102
24.7	2000.66666666667	13-14	13-14	102
24.3	2000.74863387978	13-14	13-14	102
25.6	2000.83333333333	13-14	13-14	102
24.3	2000.91530054645	13-14	13-14	102
24.3	1995	13-15	13-15	103
24.3	1995.08493150685	13-15	13-15	103
26.1	1995.16164383562	13-15	13-15	103
26.5	1995.24657534247	13-15	13-15	103
27	1995.32876712329	13-15	13-15	103
26.1	1995.41369863014	13-15	13-15	103
23.4	1995.49589041096	13-15	13-15	103
26.5	1995.58082191781	13-15	13-15	103
24.7	1995.66575342466	13-15	13-15	103
24.7	1995.74794520548	13-15	13-15	103
24.7	1995.83287671233	13-15	13-15	103
23.4	1995.91506849315	13-15	13-15	103
23.4	1996	13-15	13-15	103
23.8	1996.08469945355	13-15	13-15	103
24.7	1996.16393442623	13-15	13-15	103
25.2	1996.24863387978	13-15	13-15	103
23.4	1996.3306010929	13-15	13-15	103
23.8	1996.41530054645	13-15	13-15	103
23.8	1996.49726775956	13-15	13-15	103
24.7	1996.58196721311	13-15	13-15	103
25.2	1996.66666666667	13-15	13-15	103
23.4	1996.74863387978	13-15	13-15	103
22.9	1996.83333333333	13-15	13-15	103
22.9	1996.91530054645	13-15	13-15	103
21.5	1997	13-15	13-15	103
22.9	1997.08493150685	13-15	13-15	103
22.9	1997.16164383562	13-15	13-15	103
25.6	1997.24657534247	13-15	13-15	103
25.2	1997.32876712329	13-15	13-15	103
24.7	1997.41369863014	13-15	13-15	103
23.4	1997.49589041096	13-15	13-15	103
24.3	1997.58082191781	13-15	13-15	103
24.3	1997.66575342466	13-15	13-15	103
24.7	1997.74794520548	13-15	13-15	103
24.3	1997.83287671233	13-15	13-15	103
24.3	1997.91506849315	13-15	13-15	103
24.7	1998	13-15	13-15	103
26.5	1998.08493150685	13-15	13-15	103
26.5	1998.16164383562	13-15	13-15	103
28.3	1998.24657534247	13-15	13-15	103
30.1	1998.32876712329	13-15	13-15	103
24.3	1998.41369863014	13-15	13-15	103
23.8	1998.49589041096	13-15	13-15	103
26.1	1998.58082191781	13-15	13-15	103
27	1998.66575342466	13-15	13-15	103
22.4	1998.74794520548	13-15	13-15	103
23.4	1998.83287671233	13-15	13-15	103
23.4	1998.91506849315	13-15	13-15	103
23.8	1999	13-15	13-15	103
22.9	1999.08493150685	13-15	13-15	103
23.8	1999.16164383562	13-15	13-15	103
24.7	1999.24657534247	13-15	13-15	103
24.3	1999.32876712329	13-15	13-15	103
22.9	1999.41369863014	13-15	13-15	103
24.3	1999.49589041096	13-15	13-15	103
23.8	1999.58082191781	13-15	13-15	103
25.2	1999.66575342466	13-15	13-15	103
23.4	1999.74794520548	13-15	13-15	103
23.4	1999.83287671233	13-15	13-15	103
21.9	1999.91506849315	13-15	13-15	103
21.9	2000	13-15	13-15	103
22.9	2000.08469945355	13-15	13-15	103
23.8	2000.16393442623	13-15	13-15	103
24.7	2000.24863387978	13-15	13-15	103
24.3	2000.3306010929	13-15	13-15	103
21	2000.41530054645	13-15	13-15	103
22.9	2000.49726775956	13-15	13-15	103
23.8	2000.58196721312	13-15	13-15	103
23.4	2000.66666666667	13-15	13-15	103
23.4	2000.74863387978	13-15	13-15	103
25.2	2000.83333333333	13-15	13-15	103
22.4	2000.91530054645	13-15	13-15	103
25.2	1995	13-16	13-16	104
25.2	1995.08493150685	13-16	13-16	104
26.1	1995.16164383562	13-16	13-16	104
27.4	1995.24657534247	13-16	13-16	104
27.9	1995.32876712329	13-16	13-16	104
27.4	1995.41369863014	13-16	13-16	104
27	1995.49589041096	13-16	13-16	104
28.3	1995.58082191781	13-16	13-16	104
26.5	1995.66575342466	13-16	13-16	104
27	1995.74794520548	13-16	13-16	104
25.6	1995.83287671233	13-16	13-16	104
25.6	1995.91506849315	13-16	13-16	104
25.2	1996	13-16	13-16	104
24.7	1996.08469945355	13-16	13-16	104
26.1	1996.16393442623	13-16	13-16	104
26.1	1996.24863387978	13-16	13-16	104
25.6	1996.3306010929	13-16	13-16	104
25.2	1996.41530054645	13-16	13-16	104
26.5	1996.49726775956	13-16	13-16	104
26.5	1996.58196721311	13-16	13-16	104
28.3	1996.66666666667	13-16	13-16	104
27	1996.74863387978	13-16	13-16	104
26.1	1996.83333333333	13-16	13-16	104
25.2	1996.91530054645	13-16	13-16	104
23.8	1997	13-16	13-16	104
24.3	1997.08493150685	13-16	13-16	104
24.7	1997.16164383562	13-16	13-16	104
26.1	1997.24657534247	13-16	13-16	104
27	1997.32876712329	13-16	13-16	104
26.5	1997.41369863014	13-16	13-16	104
25.6	1997.49589041096	13-16	13-16	104
27	1997.58082191781	13-16	13-16	104
27	1997.66575342466	13-16	13-16	104
27.4	1997.74794520548	13-16	13-16	104
27.9	1997.83287671233	13-16	13-16	104
26.5	1997.91506849315	13-16	13-16	104
26.5	1998	13-16	13-16	104
26.5	1998.08493150685	13-16	13-16	104
28.3	1998.16164383562	13-16	13-16	104
27.9	1998.24657534247	13-16	13-16	104
30.1	1998.32876712329	13-16	13-16	104
27.4	1998.41369863014	13-16	13-16	104
26.1	1998.49589041096	13-16	13-16	104
27.4	1998.58082191781	13-16	13-16	104
29.2	1998.66575342466	13-16	13-16	104
25.6	1998.74794520548	13-16	13-16	104
25.6	1998.83287671233	13-16	13-16	104
25.2	1998.91506849315	13-16	13-16	104
25.2	1999	13-16	13-16	104
24.7	1999.08493150685	13-16	13-16	104
25.2	1999.16164383562	13-16	13-16	104
25.2	1999.24657534247	13-16	13-16	104
25.6	1999.32876712329	13-16	13-16	104
26.1	1999.41369863014	13-16	13-16	104
25.2	1999.49589041096	13-16	13-16	104
26.5	1999.58082191781	13-16	13-16	104
26.5	1999.66575342466	13-16	13-16	104
25.6	1999.74794520548	13-16	13-16	104
25.2	1999.83287671233	13-16	13-16	104
23.8	1999.91506849315	13-16	13-16	104
23.4	2000	13-16	13-16	104
23.8	2000.08469945355	13-16	13-16	104
24.7	2000.16393442623	13-16	13-16	104
25.6	2000.24863387978	13-16	13-16	104
25.2	2000.3306010929	13-16	13-16	104
23.4	2000.41530054645	13-16	13-16	104
25.2	2000.49726775956	13-16	13-16	104
26.1	2000.58196721312	13-16	13-16	104
26.5	2000.66666666667	13-16	13-16	104
25.6	2000.74863387978	13-16	13-16	104
25.6	2000.83333333333	13-16	13-16	104
25.2	2000.91530054645	13-16	13-16	104
27	1995	13-17	13-17	105
26.5	1995.08493150685	13-17	13-17	105
27	1995.16164383562	13-17	13-17	105
27.9	1995.24657534247	13-17	13-17	105
29.2	1995.32876712329	13-17	13-17	105
29.7	1995.41369863014	13-17	13-17	105
28.3	1995.49589041096	13-17	13-17	105
30.1	1995.58082191781	13-17	13-17	105
29.7	1995.66575342466	13-17	13-17	105
29.7	1995.74794520548	13-17	13-17	105
28.3	1995.83287671233	13-17	13-17	105
27.4	1995.91506849315	13-17	13-17	105
25.6	1996	13-17	13-17	105
26.1	1996.08469945355	13-17	13-17	105
27	1996.16393442623	13-17	13-17	105
26.5	1996.24863387978	13-17	13-17	105
28.3	1996.3306010929	13-17	13-17	105
28.3	1996.41530054645	13-17	13-17	105
28.8	1996.49726775956	13-17	13-17	105
29.2	1996.58196721311	13-17	13-17	105
29.7	1996.66666666667	13-17	13-17	105
29.7	1996.74863387978	13-17	13-17	105
27.9	1996.83333333333	13-17	13-17	105
26.5	1996.91530054645	13-17	13-17	105
25.2	1997	13-17	13-17	105
25.6	1997.08493150685	13-17	13-17	105
25.2	1997.16164383562	13-17	13-17	105
27	1997.24657534247	13-17	13-17	105
28.3	1997.32876712329	13-17	13-17	105
28.8	1997.41369863014	13-17	13-17	105
29.7	1997.49589041096	13-17	13-17	105
30.1	1997.58082191781	13-17	13-17	105
29.2	1997.66575342466	13-17	13-17	105
29.7	1997.74794520548	13-17	13-17	105
29.7	1997.83287671233	13-17	13-17	105
27.4	1997.91506849315	13-17	13-17	105
27.4	1998	13-17	13-17	105
27.4	1998.08493150685	13-17	13-17	105
28.3	1998.16164383562	13-17	13-17	105
27.9	1998.24657534247	13-17	13-17	105
29.7	1998.32876712329	13-17	13-17	105
27.4	1998.41369863014	13-17	13-17	105
28.3	1998.49589041096	13-17	13-17	105
28.8	1998.58082191781	13-17	13-17	105
30.9	1998.66575342466	13-17	13-17	105
27.9	1998.74794520548	13-17	13-17	105
27.4	1998.83287671233	13-17	13-17	105
26.5	1998.91506849315	13-17	13-17	105
25.6	1999	13-17	13-17	105
25.6	1999.08493150685	13-17	13-17	105
25.6	1999.16164383562	13-17	13-17	105
26.1	1999.24657534247	13-17	13-17	105
26.5	1999.32876712329	13-17	13-17	105
27.4	1999.41369863014	13-17	13-17	105
27	1999.49589041096	13-17	13-17	105
29.7	1999.58082191781	13-17	13-17	105
28.8	1999.66575342466	13-17	13-17	105
27.4	1999.74794520548	13-17	13-17	105
27	1999.83287671233	13-17	13-17	105
25.2	1999.91506849315	13-17	13-17	105
24.7	2000	13-17	13-17	105
24.3	2000.08469945355	13-17	13-17	105
25.6	2000.16393442623	13-17	13-17	105
26.5	2000.24863387978	13-17	13-17	105
27	2000.3306010929	13-17	13-17	105
26.5	2000.41530054645	13-17	13-17	105
27.9	2000.49726775956	13-17	13-17	105
28.3	2000.58196721312	13-17	13-17	105
27.4	2000.66666666667	13-17	13-17	105
27.4	2000.74863387978	13-17	13-17	105
27.4	2000.83333333333	13-17	13-17	105
26.5	2000.91530054645	13-17	13-17	105
25.2	1995	13-18	13-18	106
25.2	1995.08493150685	13-18	13-18	106
25.2	1995.16164383562	13-18	13-18	106
28.3	1995.24657534247	13-18	13-18	106
27.9	1995.32876712329	13-18	13-18	106
28.8	1995.41369863014	13-18	13-18	106
29.2	1995.49589041096	13-18	13-18	106
29.7	1995.58082191781	13-18	13-18	106
29.2	1995.66575342466	13-18	13-18	106
28.3	1995.74794520548	13-18	13-18	106
26.5	1995.83287671233	13-18	13-18	106
26.1	1995.91506849315	13-18	13-18	106
24.7	1996	13-18	13-18	106
24.3	1996.08469945355	13-18	13-18	106
25.6	1996.16393442623	13-18	13-18	106
26.1	1996.24863387978	13-18	13-18	106
27.9	1996.3306010929	13-18	13-18	106
29.7	1996.41530054645	13-18	13-18	106
28.8	1996.49726775956	13-18	13-18	106
29.2	1996.58196721311	13-18	13-18	106
29.7	1996.66666666667	13-18	13-18	106
28.8	1996.74863387978	13-18	13-18	106
27	1996.83333333333	13-18	13-18	106
26.1	1996.91530054645	13-18	13-18	106
24.3	1997	13-18	13-18	106
24.7	1997.08493150685	13-18	13-18	106
24.7	1997.16164383562	13-18	13-18	106
26.1	1997.24657534247	13-18	13-18	106
27.4	1997.32876712329	13-18	13-18	106
28.8	1997.41369863014	13-18	13-18	106
29.7	1997.49589041096	13-18	13-18	106
28.8	1997.58082191781	13-18	13-18	106
29.7	1997.66575342466	13-18	13-18	106
28.8	1997.74794520548	13-18	13-18	106
28.3	1997.83287671233	13-18	13-18	106
26.5	1997.91506849315	13-18	13-18	106
25.6	1998	13-18	13-18	106
25.2	1998.08493150685	13-18	13-18	106
26.1	1998.16164383562	13-18	13-18	106
27	1998.24657534247	13-18	13-18	106
29.7	1998.32876712329	13-18	13-18	106
27.4	1998.41369863014	13-18	13-18	106
28.3	1998.49589041096	13-18	13-18	106
30.1	1998.58082191781	13-18	13-18	106
29.7	1998.66575342466	13-18	13-18	106
27.9	1998.74794520548	13-18	13-18	106
26.5	1998.83287671233	13-18	13-18	106
26.1	1998.91506849315	13-18	13-18	106
24.7	1999	13-18	13-18	106
24.7	1999.08493150685	13-18	13-18	106
24.7	1999.16164383562	13-18	13-18	106
26.1	1999.24657534247	13-18	13-18	106
27	1999.32876712329	13-18	13-18	106
28.3	1999.41369863014	13-18	13-18	106
27.9	1999.49589041096	13-18	13-18	106
29.2	1999.58082191781	13-18	13-18	106
27.9	1999.66575342466	13-18	13-18	106
27.4	1999.74794520548	13-18	13-18	106
24.7	1999.83287671233	13-18	13-18	106
24.3	1999.91506849315	13-18	13-18	106
23.8	2000	13-18	13-18	106
22.9	2000.08469945355	13-18	13-18	106
25.2	2000.16393442623	13-18	13-18	106
25.6	2000.24863387978	13-18	13-18	106
26.5	2000.3306010929	13-18	13-18	106
26.1	2000.41530054645	13-18	13-18	106
27.9	2000.49726775956	13-18	13-18	106
27.4	2000.58196721312	13-18	13-18	106
27.4	2000.66666666667	13-18	13-18	106
26.5	2000.74863387978	13-18	13-18	106
26.5	2000.83333333333	13-18	13-18	106
25.2	2000.91530054645	13-18	13-18	106
23.8	1995	13-19	13-19	107
23.4	1995.08493150685	13-19	13-19	107
23.8	1995.16164383562	13-19	13-19	107
27.4	1995.24657534247	13-19	13-19	107
28.8	1995.32876712329	13-19	13-19	107
29.2	1995.41369863014	13-19	13-19	107
29.2	1995.49589041096	13-19	13-19	107
29.2	1995.58082191781	13-19	13-19	107
29.7	1995.66575342466	13-19	13-19	107
27.9	1995.74794520548	13-19	13-19	107
26.5	1995.83287671233	13-19	13-19	107
24.3	1995.91506849315	13-19	13-19	107
21.9	1996	13-19	13-19	107
22.9	1996.08469945355	13-19	13-19	107
23.8	1996.16393442623	13-19	13-19	107
25.2	1996.24863387978	13-19	13-19	107
27	1996.3306010929	13-19	13-19	107
29.2	1996.41530054645	13-19	13-19	107
28.8	1996.49726775956	13-19	13-19	107
29.2	1996.58196721311	13-19	13-19	107
30.1	1996.66666666667	13-19	13-19	107
27	1996.74863387978	13-19	13-19	107
25.6	1996.83333333333	13-19	13-19	107
24.7	1996.91530054645	13-19	13-19	107
23.8	1997	13-19	13-19	107
24.3	1997.08493150685	13-19	13-19	107
23.8	1997.16164383562	13-19	13-19	107
25.6	1997.24657534247	13-19	13-19	107
27	1997.32876712329	13-19	13-19	107
28.8	1997.41369863014	13-19	13-19	107
30.5	1997.49589041096	13-19	13-19	107
30.5	1997.58082191781	13-19	13-19	107
29.2	1997.66575342466	13-19	13-19	107
27.4	1997.74794520548	13-19	13-19	107
25.6	1997.83287671233	13-19	13-19	107
24.3	1997.91506849315	13-19	13-19	107
23.4	1998	13-19	13-19	107
23.4	1998.08493150685	13-19	13-19	107
24.7	1998.16164383562	13-19	13-19	107
26.5	1998.24657534247	13-19	13-19	107
28.8	1998.32876712329	13-19	13-19	107
28.3	1998.41369863014	13-19	13-19	107
28.3	1998.49589041096	13-19	13-19	107
29.2	1998.58082191781	13-19	13-19	107
29.2	1998.66575342466	13-19	13-19	107
27.4	1998.74794520548	13-19	13-19	107
26.1	1998.83287671233	13-19	13-19	107
24.7	1998.91506849315	13-19	13-19	107
23.4	1999	13-19	13-19	107
23.8	1999.08493150685	13-19	13-19	107
23.8	1999.16164383562	13-19	13-19	107
25.2	1999.24657534247	13-19	13-19	107
26.1	1999.32876712329	13-19	13-19	107
26.5	1999.41369863014	13-19	13-19	107
27.4	1999.49589041096	13-19	13-19	107
28.3	1999.58082191781	13-19	13-19	107
28.3	1999.66575342466	13-19	13-19	107
27.4	1999.74794520548	13-19	13-19	107
24.3	1999.83287671233	13-19	13-19	107
23.8	1999.91506849315	13-19	13-19	107
22.4	2000	13-19	13-19	107
21.9	2000.08469945355	13-19	13-19	107
24.3	2000.16393442623	13-19	13-19	107
25.2	2000.24863387978	13-19	13-19	107
26.1	2000.3306010929	13-19	13-19	107
26.1	2000.41530054645	13-19	13-19	107
27.4	2000.49726775956	13-19	13-19	107
27	2000.58196721312	13-19	13-19	107
27.4	2000.66666666667	13-19	13-19	107
26.1	2000.74863387978	13-19	13-19	107
25.6	2000.83333333333	13-19	13-19	107
24.3	2000.91530054645	13-19	13-19	107
20.5	1995	13-2	13-2	108
21.5	1995.08493150685	13-2	13-2	108
22.4	1995.16164383562	13-2	13-2	108
21	1995.24657534247	13-2	13-2	108
19.1	1995.32876712329	13-2	13-2	108
17.6	1995.41369863014	13-2	13-2	108
16.7	1995.49589041096	13-2	13-2	108
16.2	1995.58082191781	13-2	13-2	108
15.2	1995.66575342466	13-2	13-2	108
14.7	1995.74794520548	13-2	13-2	108
17.1	1995.83287671233	13-2	13-2	108
17.1	1995.91506849315	13-2	13-2	108
20.5	1996	13-2	13-2	108
19.6	1996.08469945355	13-2	13-2	108
19.6	1996.16393442623	13-2	13-2	108
19.1	1996.24863387978	13-2	13-2	108
17.1	1996.3306010929	13-2	13-2	108
17.6	1996.41530054645	13-2	13-2	108
16.2	1996.49726775956	13-2	13-2	108
16.7	1996.58196721311	13-2	13-2	108
15.7	1996.66666666667	13-2	13-2	108
13.7	1996.74863387978	13-2	13-2	108
14.7	1996.83333333333	13-2	13-2	108
16.7	1996.91530054645	13-2	13-2	108
20.1	1997	13-2	13-2	108
21.5	1997.08493150685	13-2	13-2	108
21	1997.16164383562	13-2	13-2	108
21	1997.24657534247	13-2	13-2	108
21	1997.32876712329	13-2	13-2	108
20.5	1997.41369863014	13-2	13-2	108
18.6	1997.49589041096	13-2	13-2	108
18.1	1997.58082191781	13-2	13-2	108
18.6	1997.66575342466	13-2	13-2	108
17.1	1997.74794520548	13-2	13-2	108
17.1	1997.83287671233	13-2	13-2	108
17.6	1997.91506849315	13-2	13-2	108
18.6	1998	13-2	13-2	108
21	1998.08493150685	13-2	13-2	108
20.5	1998.16164383562	13-2	13-2	108
20.5	1998.24657534247	13-2	13-2	108
20.1	1998.32876712329	13-2	13-2	108
19.1	1998.41369863014	13-2	13-2	108
17.6	1998.49589041096	13-2	13-2	108
16.2	1998.58082191781	13-2	13-2	108
16.2	1998.66575342466	13-2	13-2	108
14.7	1998.74794520548	13-2	13-2	108
15.7	1998.83287671233	13-2	13-2	108
17.1	1998.91506849315	13-2	13-2	108
18.1	1999	13-2	13-2	108
20.1	1999.08493150685	13-2	13-2	108
20.5	1999.16164383562	13-2	13-2	108
19.1	1999.24657534247	13-2	13-2	108
17.6	1999.32876712329	13-2	13-2	108
18.1	1999.41369863014	13-2	13-2	108
16.2	1999.49589041096	13-2	13-2	108
15.2	1999.58082191781	13-2	13-2	108
15.2	1999.66575342466	13-2	13-2	108
16.2	1999.74794520548	13-2	13-2	108
15.7	1999.83287671233	13-2	13-2	108
17.6	1999.91506849315	13-2	13-2	108
19.1	2000	13-2	13-2	108
21	2000.08469945355	13-2	13-2	108
20.5	2000.16393442623	13-2	13-2	108
20.1	2000.24863387978	13-2	13-2	108
19.1	2000.3306010929	13-2	13-2	108
17.6	2000.41530054645	13-2	13-2	108
16.7	2000.49726775956	13-2	13-2	108
16.2	2000.58196721312	13-2	13-2	108
15.7	2000.66666666667	13-2	13-2	108
16.2	2000.74863387978	13-2	13-2	108
17.1	2000.83333333333	13-2	13-2	108
16.7	2000.91530054645	13-2	13-2	108
24.3	1995	13-20	13-20	109
23.4	1995.08493150685	13-20	13-20	109
24.7	1995.16164383562	13-20	13-20	109
27.4	1995.24657534247	13-20	13-20	109
27.9	1995.32876712329	13-20	13-20	109
27.9	1995.41369863014	13-20	13-20	109
29.7	1995.49589041096	13-20	13-20	109
30.5	1995.58082191781	13-20	13-20	109
30.1	1995.66575342466	13-20	13-20	109
27.9	1995.74794520548	13-20	13-20	109
26.5	1995.83287671233	13-20	13-20	109
24.7	1995.91506849315	13-20	13-20	109
22.9	1996	13-20	13-20	109
22.9	1996.08469945355	13-20	13-20	109
23.8	1996.16393442623	13-20	13-20	109
25.2	1996.24863387978	13-20	13-20	109
27	1996.3306010929	13-20	13-20	109
27.9	1996.41530054645	13-20	13-20	109
30.5	1996.49726775956	13-20	13-20	109
29.7	1996.58196721311	13-20	13-20	109
30.1	1996.66666666667	13-20	13-20	109
27.4	1996.74863387978	13-20	13-20	109
25.2	1996.83333333333	13-20	13-20	109
24.7	1996.91530054645	13-20	13-20	109
21.9	1997	13-20	13-20	109
22.9	1997.08493150685	13-20	13-20	109
22.9	1997.16164383562	13-20	13-20	109
24.3	1997.24657534247	13-20	13-20	109
27	1997.32876712329	13-20	13-20	109
28.8	1997.41369863014	13-20	13-20	109
31.4	1997.49589041096	13-20	13-20	109
31.8	1997.58082191781	13-20	13-20	109
29.7	1997.66575342466	13-20	13-20	109
28.3	1997.74794520548	13-20	13-20	109
